기술검토번호,요청일,제품그룹,Location,담당자
ME20-484,2020-09-24 15:01,G,수출,이*훈
ME20-483,2020-09-24 14:22,I,국내,김*민
ME20-482,2020-09-24 11:42,E,국내,이*훈
ME20-481,2020-09-23 22:33,L,국내,이*호
ME20-480,2020-09-23 9:53,K,국내,이*호
ME20-479,2020-09-23 9:43,E,수출,이*훈
ME20-478,2020-09-23 9:09,S,국내,황*효
ME20-477,2020-09-22 19:11,I,국내,이*훈
ME20-476,2020-09-22 16:44,E,수출,이*훈
ME20-475,2020-09-22 14:27,J,국내,이*영
ME20-474,2020-09-22 11:13,G,국내,이*훈
ME20-473,2020-09-22 10:52,L,국내,이*호
ME20-472,2020-09-21 9:24,E,국내,이*훈
ME20-471,2020-09-18 17:16,G,국내,박*호
ME20-470,2020-09-18 14:56,K,국내,이*훈
ME20-469,2020-09-17 15:05,C,국내,박*호
ME20-468,2020-09-17 8:33,I,국내,이*훈
ME20-467,2020-09-16 9:59,J,국내,박*호
ME20-466,2020-09-15 19:54,G,수출,유*훈
ME20-465,2020-09-15 18:04,L,국내,유*훈
ME20-464,2020-09-15 17:37,S,국내,황*효
ME20-463,2020-09-15 11:23,E,국내,유*훈
ME20-462,2020-09-15 8:32,B,국내,김*민
ME20-461,2020-09-14 10:34,C,국내,박*호
ME20-460,2020-09-10 15:01,E,수출,이*영
ME20-459,2020-09-09 17:32,B,국내,김*민
ME20-458,2020-09-09 17:30,S,수출,황*효
ME20-457,2020-09-09 13:50,S,국내,황*효
ME20-456,2020-09-09 11:50,S,국내,황*효
ME20-454,2020-09-09 9:52,H,국내,박*호
ME20-453,2020-09-08 18:47,I,국내,박*호
ME20-452,2020-09-08 15:59,K,국내,이*영
ME20-451,2020-09-08 9:44,E,국내,이*영
ME20-450,2020-09-07 15:13,I,수출,이*훈
ME20-449,2020-09-07 13:14,J,국내,이*영
ME20-448,2020-09-07 8:48,D,국내,이*호
ME20-447,2020-09-04 8:35,E,국내,이*영
ME20-446,2020-09-03 13:55,C,국내,박*호
ME20-445,2020-09-03 13:50,M,국내,이*호
ME20-444,2020-09-03 9:53,J,국내,이*영
ME20-443,2020-09-03 9:36,G,국내,이*호
ME20-442,2020-09-02 15:29,L,국내,이*호
ME20-441,2020-09-02 14:42,D,국내,이*훈
ME20-440,2020-09-01 9:40,I,국내,이*훈
ME20-439,2020-08-31 20:51,K,수출,유*훈
ME20-438,2020-08-31 18:31,I,수출,이*훈
ME20-437,2020-08-31 17:15,D,국내,이*영
ME20-436,2020-08-31 15:20,E,수출,이*훈
ME20-435,2020-08-31 10:19,M,국내,이*호
ME20-434,2020-08-31 9:40,S,국내,황*효
ME20-433,2020-08-28 14:34,I,국내,이*훈
ME20-432,2020-08-27 20:27,J,국내,박*호
ME20-431,2020-08-27 14:01,J,국내,이*영
ME20-430,2020-08-27 11:25,I,국내,이*훈
ME20-429,2020-08-27 11:14,I,수출,이*훈
ME20-428,2020-08-27 11:04,E,국내,이*영
ME20-427,2020-08-26 15:05,D,수출,이*훈
ME20-426,2020-08-26 9:56,F,국내,박*호
ME20-425,2020-08-25 10:46,K,국내,유*훈
ME20-424,2020-08-24 18:32,D,국내,이*영
ME20-423,2020-08-24 14:11,S,국내,황*효
ME20-422,2020-08-24 11:16,F,국내,이*훈
ME20-421,2020-08-24 9:50,D,국내,김*민
ME20-420,2020-08-21 16:06,K,수출,유*훈
ME20-419,2020-08-21 15:36,I,수출,박*호
ME20-418,2020-08-21 13:42,G,국내,이*훈
ME20-417,2020-08-21 9:47,L,국내,유*훈
ME20-416,2020-08-20 11:15,K,국내,이*호
ME20-415,2020-08-20 8:51,E,국내,김*민
ME20-414,2020-08-19 18:01,S,국내,황*효
ME20-413,2020-08-19 16:53,J,국내,이*영
ME20-412,2020-08-19 14:57,E,수출,박*호
ME20-411,2020-08-19 11:32,H,국내,박*호
ME20-410,2020-08-19 11:25,F,국내,이*호
ME20-409,2020-08-14 9:54,E,국내,유*훈
ME20-408,2020-08-13 14:12,I,수출,이*훈
ME20-407,2020-08-13 13:57,I,수출,이*훈
ME20-406,2020-08-13 9:00,S,국내,황*효
ME20-405,2020-08-13 8:37,E,국내,박*호
ME20-404,2020-08-12 13:58,B,국내,김*민
ME20-403,2020-08-11 11:12,R,국내,이*호
ME20-401,2020-08-11 11:07,K,국내,유*훈
ME20-400,2020-08-11 11:03,S,국내,황*효
ME20-399,2020-08-11 9:38,E,국내,이*영
ME20-398,2020-08-11 9:26,F,수출,이*훈
ME20-397,2020-08-10 16:52,L,국내,유*훈
ME20-396,2020-08-08 14:02,I,국내,김*민
ME20-395,2020-08-07 17:05,K,국내,이*호
ME20-394,2020-08-07 14:20,G,국내,박*호
ME20-393,2020-08-07 9:08,S,국내,황*효
ME20-392,2020-08-07 8:59,S,국내,황*효
ME20-391,2020-08-06 17:07,B,국내,김*민
ME20-390,2020-08-06 14:30,I,국내,김*민
ME20-389,2020-08-06 10:12,E,국내,유*훈
ME20-388,2020-08-04 13:40,K,수출,유*훈
ME20-387,2020-08-04 13:14,J,국내,이*영
ME20-386,2020-08-03 17:08,H,국내,박*호
ME20-385,2020-08-03 13:29,M,국내,이*호
ME20-384,2020-08-03 9:08,S,국내,황*효
ME20-383,2020-07-30 18:17,D,국내,김*민
ME20-382,2020-07-30 10:34,E,수출,박*호
ME20-381,2020-07-28 16:22,J,국내,이*영
ME20-380,2020-07-28 17:13,L,국내,유*훈
ME20-379,2020-07-28 15:08,G,국내,박*호
ME20-378,2020-07-28 8:44,C,국내,박*호
ME20-377,2020-07-28 8:41,E,국내,이*영
ME20-376,2020-07-24 11:36,I,국내,김*민
ME20-375,2020-07-23 20:07,E,국내,황*효
ME20-374,2020-07-23 15:41,D,국내,김*민
ME20-373,2020-07-23 13:16,B,국내,김*민
ME20-372,2020-07-22 17:47,J,국내,이*훈
ME20-371,2020-07-22 13:27,D,국내,김*민
ME20-370,2020-07-22 10:43,J,국내,박*호
ME20-369,2020-07-22 9:45,F,국내,김*민
ME20-368,2020-07-21 14:44,G,국내,이*영
ME20-367,2020-07-21 10:35,I,국내,김*민
ME20-366,2020-07-21 9:42,S,국내,황*효
ME20-365,2020-07-20 17:18,C,국내,박*호
ME20-364,2020-07-20 13:39,G,수출,이*훈
ME20-363,2020-07-20 10:35,E,국내,김*민
ME20-362,2020-07-16 15:48,B,국내,김*민
ME20-361,2020-07-16 15:48,B,국내,김*민
ME20-360,2020-07-16 10:45,K,국내,유*훈
ME20-359,2020-07-16 9:17,E,국내,김*민
ME20-358,2020-07-15 18:13,L,수출,이*호
ME20-357,2020-07-15 17:23,G,수출,이*훈
ME20-356,2020-07-14 9:15,U,국내,김*민
ME20-355,2020-07-10 17:49,E,국내,이*훈
ME20-354,2020-07-10 17:04,S,국내,황*효
ME20-353,2020-07-10 16:16,I,수출,이*훈
ME20-352,2020-07-10 15:07,G,국내,김*민
ME20-351,2020-07-10 14:51,M,수출,이*호
ME20-350,2020-07-10 10:32,L,국내,유*훈
ME20-349,2020-07-09 16:35,I,국내,김*민
ME20-348,2020-07-09 11:42,E,수출,박*호
ME20-347,2020-07-09 11:32,K,국내,김*민
ME20-346,2020-07-08 15:12,L,국내,이*호
ME20-345,2020-07-08 9:26,G,국내,이*영
ME20-344,2020-07-08 9:19,G,국내,이*영
ME20-343,2020-07-07 17:01,S,국내,황*효
ME20-342,2020-07-07 16:57,S,국내,황*효
ME20-341,2020-07-07 13:15,M,국내,이*호
ME20-340,2020-07-07 10:12,E,국내,김*민
ME20-339,2020-07-07 9:17,E,국내,박*호
ME20-338,2020-07-07 8:56,S,국내,황*효
ME20-337,2020-07-06 17:27,L,국내,권*태
ME20-336,2020-07-06 16:54,L,국내,유*훈
ME20-335,2020-07-06 13:37,L,국내,유*훈
ME20-334,2020-07-06 10:45,D,국내,김*민
ME20-333,2020-07-06 8:39,D,국내,김*민
ME20-332,2020-07-03 9:16,S,국내,황*효
ME20-331,2020-07-02 10:00,E,국내,이*영
ME20-330,2020-07-01 15:09,E,수출,이*호
ME20-329,2020-07-01 10:23,K,국내,김*민
ME20-328,2020-07-01 8:32,I,국내,박*호
ME20-327,2020-06-30 14:48,I,국내,김*민
ME20-326,2020-06-30 14:46,K,국내,유*훈
ME20-325,2020-06-30 10:38,S,국내,황*효
ME20-324,2020-06-30 10:17,L,국내,유*훈
ME20-323,2020-06-30 9:47,D,국내,유*훈
ME20-322,2020-06-30 8:47,E,국내,이*영
ME20-321,2020-06-29 16:02,E,국내,이*훈
ME20-320,2020-06-29 15:48,G,수출,박*호
ME20-319,2020-06-26 18:00,I,국내,김*민
ME20-318,2020-06-26 10:20,I,국내,이*영
ME20-317,2020-06-25 16:46,I,수출,이*훈
ME20-316,2020-06-25 16:40,O,수출,이*호
ME20-315,2020-06-25 9:08,S,국내,황*효
ME20-314,2020-06-24 14:08,B,국내,김*민
ME20-313,2020-06-24 9:13,I,수출,이*훈
ME20-312,2020-06-23 18:34,M,국내,이*호
ME20-311,2020-06-23 17:46,G,수출,박*호
ME20-310,2020-06-23 10:53,I,국내,김*민
ME20-309,2020-06-22 15:43,G,수출,이*영
ME20-308,2020-06-22 11:52,E,수출,이*영
ME20-307,2020-06-22 11:43,E,수출,박*호
ME20-306,2020-06-22 11:18,M,국내,이*호
ME20-305,2020-06-19 8:17,F,국내,이*호
ME20-304,2020-06-18 13:22,B,국내,김*민
ME20-303,2020-06-18 13:09,J,국내,이*영
ME20-302,2020-06-18 10:44,S,국내,황*효
ME20-301,2020-06-17 17:56,L,국내,유*훈
ME20-300,2020-06-16 16:04,B,국내,김*민
ME20-299,2020-06-16 15:04,J,국내,이*영
ME20-298,2020-06-16 13:20,C,국내,박*호
ME20-297,2020-06-15 15:49,F,국내,이*훈
ME20-296,2020-06-15 13:19,E,국내,이*영
ME20-295,2020-06-15 11:31,S,국내,황*효
ME20-294,2020-06-12 16:36,K,국내,김*민
ME20-293,2020-06-12 13:58,I,국내,김*민
ME20-292,2020-06-11 11:24,C,국내,박*호
ME20-291,2020-06-10 17:03,E,국내,박*호
ME20-290,2020-06-10 16:31,E,수출,이*훈
ME20-289,2020-06-10 10:05,D,국내,이*호
ME20-287,2020-06-09 17:01,E,수출,이*훈
ME20-286,2020-06-09 14:02,S,국내,황*효
ME20-285,2020-06-08 17:47,S,국내,이*훈
ME20-284,2020-06-08 17:16,G,국내,이*영
ME20-283,2020-06-08 14:35,L,국내,유*훈
ME20-282,2020-06-08 10:53,I,국내,이*훈
ME20-281,2020-06-08 10:00,E,국내,이*훈
ME20-280,2020-06-05 10:35,S,국내,황*효
ME20-279,2020-06-05 9:40,C,국내,박*호
ME20-278,2020-06-05 9:30,A,수출,김*민
ME20-277,2020-06-04 17:11,G,국내,박*호
ME20-276,2020-06-03 17:02,E,국내,이*호
ME20-275,2020-06-03 9:30,K,국내,유*훈
ME20-274,2020-06-03 9:30,D,수출,이*훈
ME20-273,2020-06-02 17:05,K,국내,김*민
ME20-272,2020-06-02 16:20,S,국내,황*효
ME20-271,2020-06-02 16:16,S,국내,황*효
ME20-270,2020-06-02 15:38,E,국내,김*민
ME20-269,2020-06-01 12:57,S,국내,황*효
ME20-268,2020-06-01 10:24,J,국내,이*영
ME20-267,2020-06-01 8:16,S,국내,황*효
ME20-266,2020-05-29 18:28,I,국내,김*민
ME20-265,2020-05-29 16:33,K,수출,이*호
ME20-264,2020-05-29 16:26,E,국내,이*호
ME20-263,2020-05-29 14:32,C,국내,박*호
ME20-262,2020-05-28 19:08,E,국내,박*호
ME20-261,2020-05-28 18:33,I,국내,이*영
ME20-260,2020-05-28 15:45,J,국내,이*영
ME20-259,2020-05-27 9:48,I,수출,박*호
ME20-258,2020-05-26 18:29,G,국내,박*호
ME20-256,2020-05-25 17:10,E,국내,이*호
ME20-253,2020-05-22 16:40,I,수출,이*훈
ME20-252,2020-05-22 16:00,F,국내,김*민
ME20-251,2020-05-22 15:33,G,국내,이*영
ME20-250,2020-05-22 15:38,I,수출,이*훈
ME20-249,2020-05-22 11:04,I,국내,이*영
ME20-248,2020-05-22 9:29,K,수출,유*훈
ME20-247,2020-05-21 16:17,K,국내,김*민
ME20-246,2020-05-21 8:09,B,국내,김*민
ME20-245,2020-05-20 15:29,D,국내,김*민
ME20-244,2020-05-20 15:00,C,국내,황*효
ME20-243,2020-05-20 9:47,I,국내,이*영
ME20-242,2020-05-20 8:44,D,국내,김*민
ME20-241,2020-05-19 17:10,K,수출,김*민
ME20-240,2020-05-19 15:17,G,국내,박*호
ME20-239,2020-05-18 17:11,I,국내,이*훈
ME20-238,2020-05-18 8:48,K,국내,김*민
ME20-237,2020-05-14 15:53,I,국내,김*민
ME20-236,2020-05-14 9:38,S,국내,황*효
ME20-235,2020-05-13 13:52,J,국내,이*영
ME20-234,2020-05-13 9:26,M,국내,이*호
ME20-233,2020-05-12 13:44,I,수출,이*훈
ME20-232,2020-05-12 13:29,E,수출,박*호
ME20-231,2020-05-12 9:04,C,국내,황*효
ME20-230,2020-05-11 16:44,G,수출,이*영
ME20-229,2020-05-11 14:02,L,국내,유*훈
ME20-228,2020-05-11 11:22,G,수출,이*영
ME20-226,2020-05-08 12:52,S,국내,황*효
ME20-225,2020-05-07 14:40,C,국내,박*호
ME20-224,2020-05-06 16:09,L,국내,유*훈
ME20-223,2020-05-06 11:14,C,국내,박*호
ME20-222,2020-05-06 9:58,D,국내,유*훈
ME20-221,2020-04-29 18:49,I,국내,김*민
ME20-220,2020-04-28 17:48,G,국내,이*훈
ME20-219,2020-04-28 12:10,K,국내,김*민
ME20-218,2020-04-28 10:01,I,수출,이*영
ME20-217,2020-04-28 9:58,K,수출,이*호
ME20-216,2020-04-27 13:14,S,국내,황*효
ME20-215,2020-04-24 15:32,R,국내,김*민
ME20-214,2020-04-24 15:32,R,국내,김*민
ME20-213,2020-04-23 16:20,I,수출,이*훈
ME20-212,2020-04-23 11:26,I,국내,이*훈
ME20-211,2020-04-22 18:04,I,국내,김*민
ME20-210,2020-04-21 18:05,L,국내,이*호
ME20-209,2020-04-21 15:32,E,국내,이*영
ME20-208,2020-04-21 15:06,I,수출,이*훈
ME20-207,2020-04-21 15:12,D,국내,김*민
ME20-206,2020-04-21 10:15,K,국내,유*훈
ME20-205,2020-04-20 9:24,C,국내,박*호
ME20-204,2020-04-20 9:12,J,국내,이*영
ME20-203,2020-04-20 8:38,L,국내,유*훈
ME20-202,2020-04-17 16:21,E,국내,유*훈
ME20-201,2020-04-17 15:57,C,국내,박*호
ME20-200,2020-04-17 14:58,D,국내,김*민
ME20-199,2020-04-17 14:38,I,국내,김*민
ME20-198,2020-04-16 17:12,D,수출,유*훈
ME20-196,2020-04-16 15:08,E,국내,이*훈
ME20-195,2020-04-16 13:44,L,국내,유*훈
ME20-194,2020-04-14 15:27,E,수출,유*훈
ME20-193,2020-04-14 9:13,D,국내,유*훈
ME20-192,2020-04-13 14:55,C,국내,박*호
ME20-191,2020-04-13 13:36,I,수출,이*훈
ME20-190,2020-04-13 11:41,K,국내,유*훈
ME20-189,2020-04-10 16:47,J,국내,이*영
ME20-188,2020-04-10 14:08,D,국내,김*민
ME20-187,2020-04-09 16:26,L,국내,권*태
ME20-186,2020-04-09 9:51,E,국내,이*영
ME20-185,2020-04-08 16:16,P,국내,김*민
ME20-184,2020-04-08 12:31,D,국내,김*민
ME20-183,2020-04-08 9:18,K,국내,유*훈
ME20-182,2020-04-07 16:59,G,국내,박*호
ME20-181,2020-04-07 16:34,D,국내,이*영
ME20-180,2020-04-07 9:58,I,국내,김*민
ME20-179,2020-04-06 18:18,L,국내,유*훈
ME20-178,2020-04-06 17:49,C,국내,박*호
ME20-177,2020-04-06 17:13,O,국내,유*훈
ME20-176,2020-04-06 16:40,L,국내,유*훈
ME20-175,2020-04-06 13:17,L,국내,유*훈
ME20-174,2020-04-06 9:27,K,국내,김*민
ME20-173,2020-04-03 19:42,I,수출,이*훈
ME20-172,2020-04-03 14:00,G,수출,박*호
ME20-171,2020-04-03 12:27,G,수출,유*훈
ME20-170,2020-04-03 11:02,B,국내,유*훈
ME20-169,2020-04-03 10:04,I,국내,이*훈
ME20-168,2020-04-03 8:10,O,국내,유*훈
ME20-167,2020-04-02 17:26,I,국내,김*민
ME20-166,2020-04-02 14:32,B,국내,김*민
ME20-165,2020-04-02 13:43,M,국내,이*호
ME20-164,2020-04-02 9:39,K,국내,유*훈
ME20-163,2020-03-31 16:37,I,국내,김*민
ME20-161,2020-03-27 13:04,K,국내,유*훈
ME20-160,2020-03-26 13:17,C,국내,박*호
ME20-159,2020-03-26 11:02,G,수출,박*호
ME20-158,2020-03-26 10:57,I,수출,이*영
ME20-157,2020-03-26 10:19,D,국내,유*훈
ME20-156,2020-03-26 10:44,C,국내,박*호
ME20-155,2020-03-25 9:46,M,국내,이*호
ME20-154,2020-03-25 9:33,K,국내,유*훈
ME20-153,2020-03-25 8:59,K,국내,유*훈
ME20-152,2020-03-24 18:17,E,국내,이*훈
ME20-151,2020-03-24 17:21,E,국내,유*훈
ME20-150,2020-03-24 11:09,M,국내,이*호
ME20-149,2020-03-23 16:56,L,국내,유*훈
ME20-148,2020-03-23 9:51,B,국내,김*민
ME20-147,2020-03-23 9:39,I,수출,이*훈
ME20-146,2020-03-20 16:46,S,국내,황*효
ME20-145,2020-03-20 10:05,D,국내,김*민
ME20-144,2020-03-20 9:30,I,국내,이*훈
ME20-143,2020-03-20 9:34,E,국내,박*호
ME20-142,2020-03-19 16:08,I,국내,유*훈
ME20-141,2020-03-19 14:41,S,국내,황*효
ME20-140,2020-03-19 9:57,J,국내,이*영
ME20-139,2020-03-18 18:41,E,국내,이*훈
ME20-138,2020-03-18 18:07,M,국내,이*호
ME20-137,2020-03-18 16:20,D,국내,김*민
ME20-136,2020-03-18 8:58,B,국내,김*민
ME20-135,2020-03-17 17:22,G,수출,유*훈
ME20-134,2020-03-17 16:37,G,국내,이*영
ME20-133,2020-03-17 15:24,I,수출,이*영
ME20-132,2020-03-17 14:34,E,수출,유*훈
ME20-131,2020-03-17 12:47,E,국내,이*영
ME20-130,2020-03-17 9:41,L,국내,유*훈
ME20-129,2020-03-17 10:27,B,국내,김*민
ME20-128,2020-03-17 10:19,B,국내,권*태
ME20-127,2020-03-16 13:27,C,국내,박*호
ME20-126,2020-03-16 13:05,E,국내,이*훈
ME20-125,2020-03-13 16:16,B,국내,김*민
ME20-124,2020-03-13 10:46,I,수출,이*영
ME20-123,2020-03-12 16:47,I,국내,김*민
ME20-122,2020-03-12 13:15,L,국내,유*훈
ME20-121,2020-03-11 17:57,J,국내,이*영
ME20-120,2020-03-11 17:12,E,국내,유*훈
ME20-119,2020-03-11 13:49,E,국내,이*영
ME20-118,2020-03-10 18:11,I,국내,김*민
ME20-117,2020-03-10 17:22,D,수출,이*훈
ME20-116,2020-03-10 15:43,K,국내,유*훈
ME20-115,2020-03-10 14:38,B,국내,김*민
ME20-114,2020-03-06 17:47,G,국내,이*훈
ME20-113,2020-03-06 9:29,L,국내,유*훈
ME20-112,2020-03-05 15:55,M,국내,권*태
ME20-111,2020-03-05 14:56,D,국내,이*호
ME20-110,2020-03-04 17:14,O,국내,유*훈
ME20-109,2020-03-04 17:09,I,수출,이*훈
ME20-108,2020-03-04 15:15,S,국내,황*효
ME20-106,2020-03-04 13:41,M,국내,권*태
ME20-105,2020-03-04 9:33,I,국내,김*민
ME20-104,2020-03-03 15:54,I,국내,이*훈
ME20-103,2020-03-02 16:32,I,수출,이*훈
ME20-102,2020-03-02 15:32,E,수출,이*영
ME20-101,2020-03-02 13:33,I,국내,김*민
ME20-100,2020-02-28 20:55,J,국내,이*영
ME20-099,2020-02-28 20:35,J,국내,이*영
ME20-098,2020-02-28 20:31,J,국내,이*영
ME20-097,2020-02-28 11:03,S,국내,황*효
ME20-096,2020-02-28 10:56,I,국내,김*민
ME20-095,2020-02-27 17:21,K,국내,유*훈
ME20-094,2020-02-27 14:38,E,국내,박*호
ME20-093,2020-02-27 11:46,A,국내,김*민
ME20-092,2020-02-26 15:12,E,국내,김*민
ME20-091,2020-02-25 16:46,E,국내,박*호
ME20-090,2020-02-25 11:00,K,국내,유*훈
ME20-089,2020-02-25 11:05,I,수출,이*영
ME20-088,2020-02-25 10:58,K,국내,유*훈
ME20-087,2020-02-24 14:50,L,국내,이*호
ME20-086,2020-02-24 11:48,E,수출,이*영
ME20-085,2020-02-24 11:35,M,국내,권*태
ME20-084,2020-02-24 11:00,G,국내,이*영
ME20-083,2020-02-21 16:45,K,국내,유*훈
ME20-082,2020-02-21 10:36,J,국내,박*호
ME20-081,2020-02-21 9:12,P,국내,박*호
ME20-080,2020-02-20 14:05,K,국내,유*훈
ME20-079,2020-02-18 19:53,D,국내,김*민
ME20-078,2020-02-18 19:48,D,국내,김*민
ME20-077,2020-02-18 14:55,K,국내,이*호
ME20-076,2020-02-18 14:47,G,국내,이*훈
ME20-075,2020-02-17 15:25,L,국내,이*호
ME20-074,2020-02-17 8:06,I,국내,이*호
ME20-073,2020-02-14 15:38,D,국내,이*호
ME20-072,2020-02-14 14:32,G,국내,박*호
ME20-071,2020-02-13 17:38,J,국내,이*훈
ME20-070,2020-02-13 9:09,K,국내,유*훈
ME20-069,2020-02-12 11:02,L,국내,유*훈
ME20-068,2020-02-12 10:55,B,국내,권*태
ME20-067,2020-02-12 9:45,K,국내,유*훈
ME20-065,2020-02-11 11:18,J,국내,이*영
ME20-064,2020-02-11 9:09,L,국내,유*훈
ME20-063,2020-02-10 13:12,E,수출,유*훈
ME20-062,2020-02-10 9:06,S,국내,황*효
ME20-061,2020-02-07 17:33,E,국내,이*영
ME20-060,2020-02-07 17:23,G,국내,이*영
ME20-059,2020-02-07 15:40,I,국내,김*민
ME20-058,2020-02-07 8:54,L,국내,유*훈
ME20-057,2020-02-06 15:22,I,국내,이*훈
ME20-056,2020-02-06 14:55,I,국내,이*훈
ME20-055,2020-02-06 11:14,C,국내,박*호
ME20-054,2020-02-04 9:57,S,국내,황*효
ME20-053,2020-02-03 18:11,S,국내,황*효
ME20-052,2020-02-03 15:36,M,국내,권*태
ME20-051,2020-02-03 11:27,G,국내,이*영
ME20-050,2020-02-03 9:27,L,국내,유*훈
ME20-049,2020-01-31 9:39,K,국내,김*민
ME20-048,2020-01-31 9:36,K,국내,유*훈
ME20-047,2020-01-30 19:32,L,국내,유*훈
ME20-046,2020-01-30 19:20,S,수출,황*효
ME20-045,2020-01-30 18:16,R,국내,김*민
ME20-044,2020-01-30 11:37,G,국내,이*영
ME20-043,2020-01-30 9:54,E,국내,이*영
ME20-042,2020-01-30 9:54,K,수출,유*훈
ME20-041,2020-01-29 17:06,G,국내,이*영
ME20-040,2020-01-29 9:07,D,수출,김*민
ME20-038,2020-01-27 13:27,S,국내,황*효
ME20-037,2020-01-22 17:12,C,국내,박*호
ME20-036,2020-01-22 15:18,F,국내,김*민
ME20-035,2020-01-21 18:33,I,국내,이*훈
ME20-034,2020-01-21 8:27,I,국내,김*민
ME20-033,2020-01-20 16:58,E,국내,박*호
ME20-032,2020-01-20 11:53,C,국내,황*효
ME20-031,2020-01-20 10:44,S,국내,황*효
ME20-030,2020-01-20 9:20,E,국내,이*훈
ME20-029,2020-01-17 20:28,M,국내,권*태
ME20-028,2020-01-16 16:08,B,국내,김*민
ME20-027,2020-01-15 16:54,O,국내,유*훈
ME20-026,2020-01-15 16:26,K,국내,유*훈
ME20-025,2020-01-14 13:27,S,국내,황*효
ME20-024,2020-01-13 14:48,C,국내,황*효
ME20-023,2020-01-13 13:03,I,국내,이*훈
ME20-022,2020-01-13 13:00,I,국내,이*훈
ME20-021,2020-01-13 9:43,G,국내,이*훈
ME20-020,2020-01-10 19:26,I,국내,김*민
ME20-019,2020-01-10 11:48,E,국내,김*민
ME20-018,2020-01-10 9:26,K,국내,유*훈
ME20-017,2020-01-09 18:15,E,국내,유*훈
ME20-016,2020-01-09 16:35,I,국내,이*훈
ME20-015,2020-01-09 10:11,I,국내,김*민
ME20-014,2020-01-09 9:21,G,국내,박*호
ME20-013,2020-01-08 15:34,J,국내,이*훈
ME20-012,2020-01-08 13:22,K,국내,유*훈
ME20-011,2020-01-08 13:17,D,국내,김*민
ME20-010,2020-01-08 8:54,F,국내,유*훈
ME20-009,2020-01-07 14:14,G,국내,권*태
ME20-008,2020-01-07 9:19,L,국내,유*훈
ME20-007,2020-01-06 14:52,J,국내,이*영
ME20-006,2020-01-03 11:38,G,국내,이*영
ME20-005,2020-01-03 11:04,L,국내,유*훈
ME20-004,2020-01-03 9:48,E,국내,김*민
ME20-003,2020-01-03 9:31,G,국내,이*영
ME20-002,2020-01-02 15:21,G,국내,이*영
ME20-001,2020-01-02 13:25,M,수출,이*호
ME19-692,2019-12-26 12:27,C,국내,박*호
ME19-691,2019-12-24 13:35,K,수출,김*민
ME19-690,2019-12-24 13:31,C,국내,이*훈
ME19-689,2019-12-24 10:06,C,국내,박*호
ME19-688,2019-12-23 10:12,L,국내,유*훈
ME19-687,2019-12-19 16:02,J,국내,이*영
ME19-686,2019-12-19 10:35,S,국내,황*효
ME19-685,2019-12-19 10:06,L,국내,유*훈
ME19-684,2019-12-18 19:07,S,국내,황*효
ME19-683,2019-12-18 8:58,I,국내,이*훈
ME19-682,2019-12-17 17:40,E,국내,이*훈
ME19-681,2019-12-17 17:41,B,국내,유*훈
ME19-680,2019-12-17 9:24,I,국내,이*훈
ME19-679,2019-12-17 1:26,I,수출,이*훈
ME19-678,2019-12-16 22:36,G,국내,김*민
ME19-677,2019-12-13 19:29,F,국내,이*훈
ME19-676,2019-12-13 16:43,I,국내,이*훈
ME19-675,2019-12-13 14:25,E,국내,이*훈
ME19-674,2019-12-13 11:35,E,수출,이*호
ME19-672,2019-12-12 12:20,I,국내,이*훈
ME19-670,2019-12-11 13:59,E,국내,박*호
ME19-669,2019-12-11 9:04,L,국내,유*훈
ME19-668,2019-12-10 22:54,H,국내,권*태
ME19-667,2019-12-10 21:38,K,국내,유*훈
ME19-666,2019-12-10 14:58,I,국내,이*훈
ME19-665,2019-12-10 7:43,E,국내,이*호
ME19-664,2019-12-10 7:39,E,국내,김*민
ME19-663,2019-12-09 12:46,S,국내,황*효
ME19-662,2019-12-06 15:40,L,국내,유*훈
ME19-661,2019-12-06 9:50,S,국내,황*효
ME19-660,2019-12-06 9:00,G,국내,이*영
ME19-659,2019-12-05 16:01,I,수출,이*훈
ME19-658,2019-12-04 14:26,E,국내,김*민
ME19-657,2019-12-04 11:10,L,국내,유*훈
ME19-656,2019-12-04 9:21,K,국내,김*민
ME19-655,2019-12-03 13:15,I,국내,이*훈
ME19-654,2019-12-03 8:00,B,국내,김*민
ME19-653,2019-12-02 16:56,G,국내,유*훈
ME19-652,2019-12-02 10:23,E,수출,유*훈
ME19-651,2019-11-29 15:06,I,국내,김*민
ME19-650,2019-11-29 14:01,G,국내,이*영
ME19-649,2019-11-28 16:09,K,국내,김*민
ME19-648,2019-11-28 15:51,I,국내,이*훈
ME19-647,2019-11-28 14:24,L,국내,유*훈
ME19-646,2019-11-28 10:29,L,국내,유*훈
ME19-645,2019-11-28 10:03,T,수출,김*민
ME19-644,2019-11-28 9:24,B,국내,이*영
ME19-643,2019-11-27 17:48,S,국내,황*효
ME19-642,2019-11-27 17:40,G,국내,이*훈
ME19-641,2019-11-26 13:59,K,수출,이*훈
ME19-640,2019-11-26 13:35,C,국내,황*효
ME19-639,2019-11-26 11:23,K,국내,유*훈
ME19-638,2019-11-26 10:52,L,수출,유*훈
ME19-636,2019-11-25 9:31,J,국내,이*영
ME19-635,2019-11-25 9:03,I,국내,이*훈
ME19-633,2019-11-22 18:15,I,국내,김*민
ME19-632,2019-11-22 12:01,I,국내,김*민
ME19-631,2019-11-21 19:29,E,국내,유*훈
